"timeString","dateString","symbol","expiryString","strike","outOfMoney","optionType","spot","size","price","side","ivol","premiumString","type","volume","oi","section","unusual","highlyUnusual"
"01:20:27 PM","02/02/2022","SPY","02/02/2022",454,false,"Put",453.795092,1000,0.3499999940395355,"Near Ask",0.302489,"$34K","BLOCK",307967,4276,"ETF",true,false
